card_1,card_2,card_1_W,card_1_L,Games Played,card_1_overall_rating,card_1_matchup_rating
Golem,Mortar,0,0,0,0.3815,0.5625
Golem,Mother Witch,0,0,0,0.3815,0.5625
Golem,Musketeer,0,3,3,0.3815,0.3898
Golem,Night Witch,0,0,0,0.3815,0.5625
Golem,P.E.K.K.A,0,1,1,0.3815,0.404
Golem,Poison,1,4,5,0.3815,0.3815
Golem,Princess,0,1,1,0.3815,0.404
Golem,Rage,1,0,1,0.3815,0.82
Golem,Ram Rider,0,0,0,0.3815,0.5625
Golem,Rascals,0,1,1,0.3815,0.404
Golem,Rocket,0,0,0,0.3815,0.5625
Golem,Royal Delivery,0,1,1,0.3815,0.404
Golem,Royal Giant,0,0,0,0.3815,0.5625
Golem,Rune Giant,0,0,0,0.3815,0.5625
Golem,Suspicious Bush,1,0,1,0.3815,0.82
Golem,The Log,1,4,5,0.3815,0.3815
Golem,Tombstone,1,2,3,0.3815,0.3898
Golem,Vines,1,3,4,0.3815,0.3852
Golem,Witch,1,2,3,0.3815,0.3898
Golem,Wizard,0,0,0,0.3815,0.5625
Golem,X-Bow,1,0,1,0.3815,0.82
Golem,Zappies,0,0,0,0.3815,0.5625
Graveyard,Baby Dragon,2,0,2,0.7091,0.8472
Graveyard,Barbarian Hut,2,0,2,0.7091,0.8472
Graveyard,Berserker,0,0,0,0.7091,0.5625
Graveyard,Dart Goblin,2,1,3,0.7091,0.6224
Graveyard,Electro Spirit,6,1,7,0.7091,0.7952
Graveyard,Electro Wizard,1,1,2,0.7091,0.5
Graveyard,Elixir Golem,0,0,0,0.7091,0.5625
Graveyard,Executioner,0,0,0,0.7091,0.5625
Graveyard,Fireball,4,3,7,0.7091,0.559
Graveyard,Fisherman,0,0,0,0.7091,0.5625
Graveyard,Flying Machine,5,2,7,0.7091,0.6771
Graveyard,Furnace,1,0,1,0.7091,0.82
Graveyard,Giant,1,2,3,0.7091,0.3898
Graveyard,Giant Snowball,1,0,1,0.7091,0.82
Graveyard,Goblin Barrel,2,0,2,0.7091,0.8472
Graveyard,Goblin Demolisher,1,2,3,0.7091,0.3898
Graveyard,Goblin Drill,0,0,0,0.7091,0.5625
Graveyard,Goblin Giant,1,0,1,0.7091,0.82
Graveyard,Goblin Hut,5,3,8,0.7091,0.605
Graveyard,Golem,3,0,3,0.7091,0.8673
Graveyard,Hunter,0,0,0,0.7091,0.5625
Graveyard,Ice Spirit,3,0,3,0.7091,0.8673
Graveyard,Ice Wizard,0,0,0,0.7091,0.5625
Graveyard,Inferno Tower,0,0,0,0.7091,0.5625
Graveyard,Knight,4,3,7,0.7091,0.559
Graveyard,Lava Hound,0,0,0,0.7091,0.5625
Graveyard,Mega Knight,0,0,0,0.7091,0.5625
Graveyard,Mortar,0,0,0,0.7091,0.5625
Graveyard,Mother Witch,2,1,3,0.7091,0.6224
Graveyard,Musketeer,6,2,8,0.7091,0.7101
Graveyard,Night Witch,0,0,0,0.7091,0.5625
Graveyard,P.E.K.K.A,2,0,2,0.7091,0.8472
Graveyard,Poison,3,1,4,0.7091,0.6914
Graveyard,Princess,0,0,0,0.7091,0.5625
Graveyard,Rage,0,0,0,0.7091,0.5625
Graveyard,Ram Rider,1,1,2,0.7091,0.5
Graveyard,Rascals,5,2,7,0.7091,0.6771
Graveyard,Rocket,1,0,1,0.7091,0.82
Graveyard,Royal Delivery,2,0,2,0.7091,0.8472
Graveyard,Royal Giant,0,0,0,0.7091,0.5625
Graveyard,Rune Giant,0,0,0,0.7091,0.5625
Graveyard,Suspicious Bush,2,1,3,0.7091,0.6224
Graveyard,The Log,4,2,6,0.7091,0.635
Graveyard,Tombstone,3,1,4,0.7091,0.6914
Graveyard,Vines,4,1,5,0.7091,0.737
Graveyard,Witch,7,0,7,0.7091,0.9132
Graveyard,Wizard,1,1,2,0.7091,0.5
Graveyard,X-Bow,1,1,2,0.7091,0.5
Graveyard,Zappies,0,0,0,0.7091,0.5625
Hunter,Baby Dragon,0,0,0,0.404,0.5625
Hunter,Barbarian Hut,0,1,1,0.404,0.404
Hunter,Berserker,0,1,1,0.404,0.404
Hunter,Dart Goblin,0,0,0,0.404,0.5625
Hunter,Electro Spirit,0,1,1,0.404,0.404
Hunter,Electro Wizard,0,0,0,0.404,0.5625
Hunter,Elixir Golem,0,0,0,0.404,0.5625
Hunter,Executioner,0,0,0,0.404,0.5625
Hunter,Fireball,0,0,0,0.404,0.5625
Hunter,Fisherman,0,0,0,0.404,0.5625
Hunter,Flying Machine,0,0,0,0.404,0.5625
Hunter,Furnace,0,0,0,0.404,0.5625
Hunter,Giant,0,0,0,0.404,0.5625
Hunter,Giant Snowball,0,0,0,0.404,0.5625
Hunter,Goblin Barrel,0,0,0,0.404,0.5625
Hunter,Goblin Demolisher,0,0,0,0.404,0.5625
Hunter,Goblin Drill,0,0,0,0.404,0.5625
Hunter,Goblin Giant,0,0,0,0.404,0.5625
Hunter,Goblin Hut,0,0,0,0.404,0.5625
Hunter,Golem,0,0,0,0.404,0.5625
Hunter,Graveyard,0,0,0,0.404,0.5625
Hunter,Ice Spirit,0,0,0,0.404,0.5625
Hunter,Ice Wizard,0,0,0,0.404,0.5625
Hunter,Inferno Tower,0,0,0,0.404,0.5625
Hunter,Knight,0,0,0,0.404,0.5625
Hunter,Lava Hound,0,0,0,0.404,0.5625
Hunter,Mega Knight,0,0,0,0.404,0.5625
Hunter,Mortar,0,0,0,0.404,0.5625
Hunter,Mother Witch,0,0,0,0.404,0.5625
Hunter,Musketeer,0,1,1,0.404,0.404
Hunter,Night Witch,0,0,0,0.404,0.5625
Hunter,P.E.K.K.A,0,0,0,0.404,0.5625
Hunter,Poison,0,1,1,0.404,0.404
Hunter,Princess,0,0,0,0.404,0.5625
Hunter,Rage,0,0,0,0.404,0.5625
Hunter,Ram Rider,0,0,0,0.404,0.5625
Hunter,Rascals,0,0,0,0.404,0.5625
Hunter,Rocket,0,0,0,0.404,0.5625
Hunter,Royal Delivery,0,0,0,0.404,0.5625
Hunter,Royal Giant,0,1,1,0.404,0.404
Hunter,Rune Giant,0,0,0,0.404,0.5625
Hunter,Suspicious Bush,0,0,0,0.404,0.5625
Hunter,The Log,0,0,0,0.404,0.5625
Hunter,Tombstone,0,1,1,0.404,0.404
Hunter,Vines,0,1,1,0.404,0.404
Hunter,Witch,0,0,0,0.404,0.5625
Hunter,Wizard,0,0,0,0.404,0.5625
Hunter,X-Bow,0,0,0,0.404,0.5625
Hunter,Zappies,0,0,0,0.404,0.5625
Ice Spirit,Baby Dragon,6,3,9,0.5524,0.642
Ice Spirit,Barbarian Hut,2,3,5,0.5524,0.421
Ice Spirit,Berserker,3,1,4,0.5524,0.6914
Ice Spirit,Dart Goblin,2,5,7,0.5524,0.376
Ice Spirit,Electro Spirit,8,5,13,0.5524,0.6022
Ice Spirit,Electro Wizard,0,1,1,0.5524,0.404
Ice Spirit,Elixir Golem,0,0,0,0.5524,0.5625
Ice Spirit,Executioner,1,1,2,0.5524,0.5
Ice Spirit,Fireball,8,3,11,0.5524,0.698
Ice Spirit,Fisherman,0,0,0,0.5524,0.5625
Ice Spirit,Flying Machine,7,2,9,0.5524,0.7367
Ice Spirit,Furnace,0,0,0,0.5524,0.5625
Ice Spirit,Giant,4,4,8,0.5524,0.5
Ice Spirit,Giant Snowball,1,0,1,0.5524,0.82
Ice Spirit,Goblin Barrel,5,0,5,0.5524,0.8951
Ice Spirit,Goblin Demolisher,0,2,2,0.5524,0.3958
Ice Spirit,Goblin Drill,1,0,1,0.5524,0.82
Ice Spirit,Goblin Giant,0,0,0,0.5524,0.5625
Ice Spirit,Goblin Hut,7,7,14,0.5524,0.5
Ice Spirit,Golem,3,1,4,0.5524,0.6914
Ice Spirit,Graveyard,0,3,3,0.5524,0.3898
Ice Spirit,Hunter,0,0,0,0.5524,0.5625
Ice Spirit,Ice Wizard,1,0,1,0.5524,0.82
Ice Spirit,Inferno Tower,1,0,1,0.5524,0.82
Ice Spirit,Knight,10,11,21,0.5524,0.4781
Ice Spirit,Lava Hound,0,0,0,0.5524,0.5625
Ice Spirit,Mega Knight,0,0,0,0.5524,0.5625
Ice Spirit,Mortar,0,0,0,0.5524,0.5625
Ice Spirit,Mother Witch,2,0,2,0.5524,0.8472
Ice Spirit,Musketeer,5,7,12,0.5524,0.4268
Ice Spirit,Night Witch,0,0,0,0.5524,0.5625
Ice Spirit,P.E.K.K.A,0,0,0,0.5524,0.5625
Ice Spirit,Poison,2,6,8,0.5524,0.374
Ice Spirit,Princess,0,0,0,0.5524,0.5625
Ice Spirit,Rage,2,0,2,0.5524,0.8472
Ice Spirit,Ram Rider,3,3,6,0.5524,0.5
Ice Spirit,Rascals,5,3,8,0.5524,0.605
Ice Spirit,Rocket,0,0,0,0.5524,0.5625
Ice Spirit,Royal Delivery,3,1,4,0.5524,0.6914
Ice Spirit,Royal Giant,2,1,3,0.5524,0.6224
Ice Spirit,Rune Giant,0,0,0,0.5524,0.5625
Ice Spirit,Suspicious Bush,7,3,10,0.5524,0.6724
Ice Spirit,The Log,5,7,12,0.5524,0.4268
Ice Spirit,Tombstone,4,5,9,0.5524,0.4527
Ice Spirit,Vines,4,5,9,0.5524,0.4527
Ice Spirit,Witch,4,0,4,0.5524,0.8828
Ice Spirit,Wizard,0,1,1,0.5524,0.404
Ice Spirit,X-Bow,2,2,4,0.5524,0.5
Ice Spirit,Zappies,0,0,0,0.5524,0.5625
Ice Wizard,Baby Dragon,0,0,0,0.404,0.5625
Ice Wizard,Barbarian Hut,0,1,1,0.404,0.404
Ice Wizard,Berserker,0,0,0,0.404,0.5625
Ice Wizard,Dart Goblin,0,0,0,0.404,0.5625
Ice Wizard,Electro Spirit,0,0,0,0.404,0.5625
Ice Wizard,Electro Wizard,0,0,0,0.404,0.5625
Ice Wizard,Elixir Golem,0,0,0,0.404,0.5625
Ice Wizard,Executioner,0,0,0,0.404,0.5625
Ice Wizard,Fireball,0,1,1,0.404,0.404
Ice Wizard,Fisherman,0,0,0,0.404,0.5625
Ice Wizard,Flying Machine,0,0,0,0.404,0.5625
Ice Wizard,Furnace,0,0,0,0.404,0.5625
Ice Wizard,Giant,0,0,0,0.404,0.5625
Ice Wizard,Giant Snowball,0,0,0,0.404,0.5625
Ice Wizard,Goblin Barrel,0,0,0,0.404,0.5625
Ice Wizard,Goblin Demolisher,0,0,0,0.404,0.5625
Ice Wizard,Goblin Drill,0,0,0,0.404,0.5625
Ice Wizard,Goblin Giant,0,0,0,0.404,0.5625
Ice Wizard,Goblin Hut,0,1,1,0.404,0.404
Ice Wizard,Golem,0,0,0,0.404,0.5625
Ice Wizard,Graveyard,0,0,0,0.404,0.5625
Ice Wizard,Hunter,0,0,0,0.404,0.5625
Ice Wizard,Ice Spirit,0,1,1,0.404,0.404
Ice Wizard,Inferno Tower,0,0,0,0.404,0.5625
Ice Wizard,Knight,0,1,1,0.404,0.404
Ice Wizard,Lava Hound,0,0,0,0.404,0.5625
Ice Wizard,Mega Knight,0,0,0,0.404,0.5625
Ice Wizard,Mortar,0,0,0,0.404,0.5625
Ice Wizard,Mother Witch,0,0,0,0.404,0.5625
Ice Wizard,Musketeer,0,0,0,0.404,0.5625
Ice Wizard,Night Witch,0,0,0,0.404,0.5625
Ice Wizard,P.E.K.K.A,0,0,0,0.404,0.5625
Ice Wizard,Poison,0,0,0,0.404,0.5625
Ice Wizard,Princess,0,0,0,0.404,0.5625
Ice Wizard,Rage,0,0,0,0.404,0.5625
Ice Wizard,Ram Rider,0,0,0,0.404,0.5625
Ice Wizard,Rascals,0,1,1,0.404,0.404
Ice Wizard,Rocket,0,0,0,0.404,0.5625
Ice Wizard,Royal Delivery,0,0,0,0.404,0.5625
Ice Wizard,Royal Giant,0,1,1,0.404,0.404
Ice Wizard,Rune Giant,0,1,1,0.404,0.404
Ice Wizard,Suspicious Bush,0,0,0,0.404,0.5625
Ice Wizard,The Log,0,0,0,0.404,0.5625
Ice Wizard,Tombstone,0,0,0,0.404,0.5625
Ice Wizard,Vines,0,0,0,0.404,0.5625
Ice Wizard,Witch,0,0,0,0.404,0.5625
Ice Wizard,Wizard,0,0,0,0.404,0.5625
Ice Wizard,X-Bow,0,0,0,0.404,0.5625
Ice Wizard,Zappies,0,0,0,0.404,0.5625
Inferno Tower,Baby Dragon,0,0,0,0.404,0.5625
Inferno Tower,Barbarian Hut,0,0,0,0.404,0.5625
Inferno Tower,Berserker,0,0,0,0.404,0.5625
Inferno Tower,Dart Goblin,0,0,0,0.404,0.5625
Inferno Tower,Electro Spirit,0,0,0,0.404,0.5625
Inferno Tower,Electro Wizard,0,0,0,0.404,0.5625
Inferno Tower,Elixir Golem,0,0,0,0.404,0.5625
Inferno Tower,Executioner,0,0,0,0.404,0.5625
Inferno Tower,Fireball,0,1,1,0.404,0.404
Inferno Tower,Fisherman,0,0,0,0.404,0.5625
Inferno Tower,Flying Machine,0,0,0,0.404,0.5625
Inferno Tower,Furnace,0,0,0,0.404,0.5625
Inferno Tower,Giant,0,0,0,0.404,0.5625
Inferno Tower,Giant Snowball,0,0,0,0.404,0.5625
Inferno Tower,Goblin Barrel,0,0,0,0.404,0.5625
Inferno Tower,Goblin Demolisher,0,0,0,0.404,0.5625
Inferno Tower,Goblin Drill,0,0,0,0.404,0.5625
Inferno Tower,Goblin Giant,0,0,0,0.404,0.5625
Inferno Tower,Goblin Hut,0,0,0,0.404,0.5625
Inferno Tower,Golem,0,0,0,0.404,0.5625
Inferno Tower,Graveyard,0,0,0,0.404,0.5625
Inferno Tower,Hunter,0,0,0,0.404,0.5625
Inferno Tower,Ice Spirit,0,1,1,0.404,0.404
Inferno Tower,Ice Wizard,0,0,0,0.404,0.5625
Inferno Tower,Knight,0,0,0,0.404,0.5625
Inferno Tower,Lava Hound,0,1,1,0.404,0.404
Inferno Tower,Mega Knight,0,0,0,0.404,0.5625
Inferno Tower,Mortar,0,0,0,0.404,0.5625
Inferno Tower,Mother Witch,0,0,0,0.404,0.5625
Inferno Tower,Musketeer,0,1,1,0.404,0.404
Inferno Tower,Night Witch,0,0,0,0.404,0.5625
Inferno Tower,P.E.K.K.A,0,0,0,0.404,0.5625
Inferno Tower,Poison,0,0,0,0.404,0.5625
Inferno Tower,Princess,0,0,0,0.404,0.5625
Inferno Tower,Rage,0,0,0,0.404,0.5625
Inferno Tower,Ram Rider,0,1,1,0.404,0.404
Inferno Tower,Rascals,0,0,0,0.404,0.5625
Inferno Tower,Rocket,0,0,0,0.404,0.5625
Inferno Tower,Royal Delivery,0,0,0,0.404,0.5625
Inferno Tower,Royal Giant,0,0,0,0.404,0.5625
Inferno Tower,Rune Giant,0,0,0,0.404,0.5625
Inferno Tower,Suspicious Bush,0,0,0,0.404,0.5625
Inferno Tower,The Log,0,1,1,0.404,0.404
Inferno Tower,Tombstone,0,1,1,0.404,0.404
Inferno Tower,Vines,0,1,1,0.404,0.404
Inferno Tower,Witch,0,0,0,0.404,0.5625
Inferno Tower,Wizard,0,0,0,0.404,0.5625
Inferno Tower,X-Bow,0,0,0,0.404,0.5625
Inferno Tower,Zappies,0,0,0,0.404,0.5625
Knight,Baby Dragon,6,2,8,0.6055,0.7101
Knight,Barbarian Hut,2,3,5,0.6055,0.421
Knight,Berserker,3,1,4,0.6055,0.6914
Knight,Dart Goblin,4,1,5,0.6055,0.737
Knight,Electro Spirit,10,4,14,0.6055,0.6911
Knight,Electro Wizard,2,2,4,0.6055,0.5
Knight,Elixir Golem,0,0,0,0.6055,0.5625
Knight,Executioner,0,0,0,0.6055,0.5625
Knight,Fireball,8,5,13,0.6055,0.6022
Knight,Fisherman,0,0,0,0.6055,0.5625
Knight,Flying Machine,9,2,11,0.6055,0.7772
Knight,Furnace,2,0,2,0.6055,0.8472
Knight,Giant,3,3,6,0.6055,0.5
Knight,Giant Snowball,1,0,1,0.6055,0.82
Knight,Goblin Barrel,7,4,11,0.6055,0.6188
Knight,Goblin Demolisher,1,2,3,0.6055,0.3898
Knight,Goblin Drill,0,0,0,0.6055,0.5625
Knight,Goblin Giant,1,0,1,0.6055,0.82
Knight,Goblin Hut,4,5,9,0.6055,0.4527
Knight,Golem,5,3,8,0.6055,0.605
Knight,Graveyard,3,4,7,0.6055,0.441
Knight,Hunter,0,0,0,0.6055,0.5625
Knight,Ice Spirit,11,10,21,0.6055,0.5219
Knight,Ice Wizard,1,0,1,0.6055,0.82
Knight,Inferno Tower,0,0,0,0.6055,0.5625
Knight,Lava Hound,0,1,1,0.6055,0.404
Knight,Mega Knight,0,0,0,0.6055,0.5625
Knight,Mortar,0,0,0,0.6055,0.5625
Knight,Mother Witch,2,1,3,0.6055,0.6224
Knight,Musketeer,10,10,20,0.6055,0.5
Knight,Night Witch,0,0,0,0.6055,0.5625
Knight,P.E.K.K.A,1,0,1,0.6055,0.82
Knight,Poison,7,8,15,0.6055,0.4701
Knight,Princess,1,1,2,0.6055,0.5
Knight,Rage,0,0,0,0.6055,0.5625
Knight,Ram Rider,2,2,4,0.6055,0.5
Knight,Rascals,11,6,17,0.6055,0.6334
Knight,Rocket,2,0,2,0.6055,0.8472
Knight,Royal Delivery,3,2,5,0.6055,0.579
Knight,Royal Giant,4,1,5,0.6055,0.737
Knight,Rune Giant,1,1,2,0.6055,0.5
Knight,Suspicious Bush,11,3,14,0.6055,0.7549
Knight,The Log,7,8,15,0.6055,0.4701
Knight,Tombstone,11,7,18,0.6055,0.6012
Knight,Vines,7,8,15,0.6055,0.4701
Knight,Witch,7,2,9,0.6055,0.7367
Knight,Wizard,1,0,1,0.6055,0.82
Knight,X-Bow,5,0,5,0.6055,0.8951
Knight,Zappies,0,0,0,0.6055,0.5625
Lava Hound,Baby Dragon,0,0,0,0.82,0.5625
Lava Hound,Barbarian Hut,0,0,0,0.82,0.5625
Lava Hound,Berserker,0,0,0,0.82,0.5625
Lava Hound,Dart Goblin,0,0,0,0.82,0.5625
Lava Hound,Electro Spirit,0,0,0,0.82,0.5625
Lava Hound,Electro Wizard,0,0,0,0.82,0.5625
Lava Hound,Elixir Golem,0,0,0,0.82,0.5625
Lava Hound,Executioner,1,0,1,0.82,0.82
Lava Hound,Fireball,0,0,0,0.82,0.5625
Lava Hound,Fisherman,0,0,0,0.82,0.5625
Lava Hound,Flying Machine,0,0,0,0.82,0.5625
Lava Hound,Furnace,0,0,0,0.82,0.5625
Lava Hound,Giant,1,0,1,0.82,0.82
Lava Hound,Giant Snowball,1,0,1,0.82,0.82
Lava Hound,Goblin Barrel,1,0,1,0.82,0.82
Lava Hound,Goblin Demolisher,0,0,0,0.82,0.5625
Lava Hound,Goblin Drill,0,0,0,0.82,0.5625
Lava Hound,Goblin Giant,0,0,0,0.82,0.5625
Lava Hound,Goblin Hut,0,0,0,0.82,0.5625
Lava Hound,Golem,0,0,0,0.82,0.5625
Lava Hound,Graveyard,0,0,0,0.82,0.5625
Lava Hound,Hunter,0,0,0,0.82,0.5625
Lava Hound,Ice Spirit,0,0,0,0.82,0.5625
Lava Hound,Ice Wizard,0,0,0,0.82,0.5625
Lava Hound,Inferno Tower,1,0,1,0.82,0.82
Lava Hound,Knight,1,0,1,0.82,0.82
Lava Hound,Mega Knight,0,0,0,0.82,0.5625
Lava Hound,Mortar,0,0,0,0.82,0.5625
Lava Hound,Mother Witch,0,0,0,0.82,0.5625
Lava Hound,Musketeer,0,0,0,0.82,0.5625
Lava Hound,Night Witch,0,0,0,0.82,0.5625
Lava Hound,P.E.K.K.A,0,0,0,0.82,0.5625
Lava Hound,Poison,0,0,0,0.82,0.5625
Lava Hound,Princess,0,0,0,0.82,0.5625
Lava Hound,Rage,0,0,0,0.82,0.5625
Lava Hound,Ram Rider,0,0,0,0.82,0.5625
Lava Hound,Rascals,0,0,0,0.82,0.5625
Lava Hound,Rocket,0,0,0,0.82,0.5625
Lava Hound,Royal Delivery,1,0,1,0.82,0.82
Lava Hound,Royal Giant,0,0,0,0.82,0.5625
Lava Hound,Rune Giant,0,0,0,0.82,0.5625
Lava Hound,Suspicious Bush,1,0,1,0.82,0.82
Lava Hound,The Log,0,0,0,0.82,0.5625
Lava Hound,Tombstone,0,0,0,0.82,0.5625
Lava Hound,Vines,0,0,0,0.82,0.5625
Lava Hound,Witch,0,0,0,0.82,0.5625
Lava Hound,Wizard,0,0,0,0.82,0.5625
Lava Hound,X-Bow,0,0,0,0.82,0.5625
Lava Hound,Zappies,0,0,0,0.82,0.5625
Mega Knight,Baby Dragon,0,0,0,0.5625,0.5625
Mega Knight,Barbarian Hut,0,0,0,0.5625,0.5625
Mega Knight,Berserker,0,0,0,0.5625,0.5625
Mega Knight,Dart Goblin,0,0,0,0.5625,0.5625
Mega Knight,Electro Spirit,0,0,0,0.5625,0.5625
Mega Knight,Electro Wizard,0,0,0,0.5625,0.5625
Mega Knight,Elixir Golem,0,0,0,0.5625,0.5625
Mega Knight,Executioner,0,0,0,0.5625,0.5625
Mega Knight,Fireball,0,0,0,0.5625,0.5625
Mega Knight,Fisherman,0,0,0,0.5625,0.5625
Mega Knight,Flying Machine,0,0,0,0.5625,0.5625
Mega Knight,Furnace,0,0,0,0.5625,0.5625
Mega Knight,Giant,0,0,0,0.5625,0.5625
Mega Knight,Giant Snowball,0,0,0,0.5625,0.5625
Mega Knight,Goblin Barrel,0,0,0,0.5625,0.5625
Mega Knight,Goblin Demolisher,0,0,0,0.5625,0.5625
Mega Knight,Goblin Drill,0,0,0,0.5625,0.5625
Mega Knight,Goblin Giant,0,0,0,0.5625,0.5625
Mega Knight,Goblin Hut,0,0,0,0.5625,0.5625
Mega Knight,Golem,0,0,0,0.5625,0.5625
Mega Knight,Graveyard,0,0,0,0.5625,0.5625
Mega Knight,Hunter,0,0,0,0.5625,0.5625
Mega Knight,Ice Spirit,0,0,0,0.5625,0.5625
Mega Knight,Ice Wizard,0,0,0,0.5625,0.5625
Mega Knight,Inferno Tower,0,0,0,0.5625,0.5625
Mega Knight,Knight,0,0,0,0.5625,0.5625
Mega Knight,Lava Hound,0,0,0,0.5625,0.5625
Mega Knight,Mortar,0,0,0,0.5625,0.5625
Mega Knight,Mother Witch,0,0,0,0.5625,0.5625
Mega Knight,Musketeer,0,0,0,0.5625,0.5625
Mega Knight,Night Witch,0,0,0,0.5625,0.5625
Mega Knight,P.E.K.K.A,0,0,0,0.5625,0.5625
Mega Knight,Poison,0,0,0,0.5625,0.5625
Mega Knight,Princess,0,0,0,0.5625,0.5625
Mega Knight,Rage,0,0,0,0.5625,0.5625
Mega Knight,Ram Rider,0,0,0,0.5625,0.5625
Mega Knight,Rascals,0,0,0,0.5625,0.5625
Mega Knight,Rocket,0,0,0,0.5625,0.5625
Mega Knight,Royal Delivery,0,0,0,0.5625,0.5625
Mega Knight,Royal Giant,0,0,0,0.5625,0.5625
Mega Knight,Rune Giant,0,0,0,0.5625,0.5625
Mega Knight,Suspicious Bush,0,0,0,0.5625,0.5625
Mega Knight,The Log,0,0,0,0.5625,0.5625
Mega Knight,Tombstone,0,0,0,0.5625,0.5625
Mega Knight,Vines,0,0,0,0.5625,0.5625
Mega Knight,Witch,0,0,0,0.5625,0.5625
Mega Knight,Wizard,0,0,0,0.5625,0.5625
Mega Knight,X-Bow,0,0,0,0.5625,0.5625
Mega Knight,Zappies,0,0,0,0.5625,0.5625
Mortar,Baby Dragon,0,0,0,0.404,0.5625
Mortar,Barbarian Hut,0,1,1,0.404,0.404
Mortar,Berserker,0,1,1,0.404,0.404
Mortar,Dart Goblin,0,0,0,0.404,0.5625
Mortar,Electro Spirit,0,1,1,0.404,0.404
Mortar,Electro Wizard,0,0,0,0.404,0.5625
Mortar,Elixir Golem,0,0,0,0.404,0.5625
Mortar,Executioner,0,0,0,0.404,0.5625
Mortar,Fireball,0,0,0,0.404,0.5625
Mortar,Fisherman,0,0,0,0.404,0.5625
Mortar,Flying Machine,0,0,0,0.404,0.5625
Mortar,Furnace,0,0,0,0.404,0.5625
Mortar,Giant,0,0,0,0.404,0.5625
Mortar,Giant Snowball,0,0,0,0.404,0.5625
Mortar,Goblin Barrel,0,0,0,0.404,0.5625
Mortar,Goblin Demolisher,0,0,0,0.404,0.5625
Mortar,Goblin Drill,0,0,0,0.404,0.5625
Mortar,Goblin Giant,0,0,0,0.404,0.5625
Mortar,Goblin Hut,0,0,0,0.404,0.5625
Mortar,Golem,0,0,0,0.404,0.5625
Mortar,Graveyard,0,0,0,0.404,0.5625
Mortar,Hunter,0,0,0,0.404,0.5625
Mortar,Ice Spirit,0,0,0,0.404,0.5625
Mortar,Ice Wizard,0,0,0,0.404,0.5625
Mortar,Inferno Tower,0,0,0,0.404,0.5625
Mortar,Knight,0,0,0,0.404,0.5625
Mortar,Lava Hound,0,0,0,0.404,0.5625
Mortar,Mega Knight,0,0,0,0.404,0.5625
Mortar,Mother Witch,0,0,0,0.404,0.5625
Mortar,Musketeer,0,1,1,0.404,0.404
Mortar,Night Witch,0,0,0,0.404,0.5625
Mortar,P.E.K.K.A,0,0,0,0.404,0.5625
Mortar,Poison,0,1,1,0.404,0.404
Mortar,Princess,0,0,0,0.404,0.5625
Mortar,Rage,0,0,0,0.404,0.5625
Mortar,Ram Rider,0,0,0,0.404,0.5625
Mortar,Rascals,0,0,0,0.404,0.5625
Mortar,Rocket,0,0,0,0.404,0.5625
Mortar,Royal Delivery,0,0,0,0.404,0.5625
Mortar,Royal Giant,0,1,1,0.404,0.404
Mortar,Rune Giant,0,0,0,0.404,0.5625
Mortar,Suspicious Bush,0,0,0,0.404,0.5625
Mortar,The Log,0,0,0,0.404,0.5625
Mortar,Tombstone,0,1,1,0.404,0.404
Mortar,Vines,0,1,1,0.404,0.404
Mortar,Witch,0,0,0,0.404,0.5625
Mortar,Wizard,0,0,0,0.404,0.5625
Mortar,X-Bow,0,0,0,0.404,0.5625
Mortar,Zappies,0,0,0,0.404,0.5625
Mother Witch,Baby Dragon,0,0,0,0.3852,0.5625
Mother Witch,Barbarian Hut,0,0,0,0.3852,0.5625
Mother Witch,Berserker,0,0,0,0.3852,0.5625
Mother Witch,Dart Goblin,0,0,0,0.3852,0.5625
Mother Witch,Electro Spirit,1,2,3,0.3852,0.3898
Mother Witch,Electro Wizard,0,1,1,0.3852,0.404
Mother Witch,Elixir Golem,0,0,0,0.3852,0.5625
Mother Witch,Executioner,0,0,0,0.3852,0.5625
Mother Witch,Fireball,0,2,2,0.3852,0.3958
Mother Witch,Fisherman,0,0,0,0.3852,0.5625
Mother Witch,Flying Machine,0,2,2,0.3852,0.3958
Mother Witch,Furnace,0,0,0,0.3852,0.5625
Mother Witch,Giant,0,0,0,0.3852,0.5625
Mother Witch,Giant Snowball,0,0,0,0.3852,0.5625
Mother Witch,Goblin Barrel,1,0,1,0.3852,0.82
Mother Witch,Goblin Demolisher,0,1,1,0.3852,0.404
Mother Witch,Goblin Drill,0,0,0,0.3852,0.5625
Mother Witch,Goblin Giant,0,0,0,0.3852,0.5625
Mother Witch,Goblin Hut,0,2,2,0.3852,0.3958
Mother Witch,Golem,0,0,0,0.3852,0.5625
Mother Witch,Graveyard,1,2,3,0.3852,0.3898
Mother Witch,Hunter,0,0,0,0.3852,0.5625
Mother Witch,Ice Spirit,0,2,2,0.3852,0.3958
Mother Witch,Ice Wizard,0,0,0,0.3852,0.5625
Mother Witch,Inferno Tower,0,0,0,0.3852,0.5625
Mother Witch,Knight,1,2,3,0.3852,0.3898
Mother Witch,Lava Hound,0,0,0,0.3852,0.5625
Mother Witch,Mega Knight,0,0,0,0.3852,0.5625
Mother Witch,Mortar,0,0,0,0.3852,0.5625
Mother Witch,Musketeer,0,1,1,0.3852,0.404
Mother Witch,Night Witch,0,0,0,0.3852,0.5625
Mother Witch,P.E.K.K.A,0,0,0,0.3852,0.5625
Mother Witch,Poison,0,1,1,0.3852,0.404
